Date,AMZN,CAT,DE,EXC,GOOGL,JNJ,JPM,META,PFE,PG
3/2/2018,75.01249695,127.3466644,140.5285645,21.91465759,54.20700073,111.1269608,95.68811035,176.6199951,27.45226097,68.17973328
3/5/2018,76.18049622,131.4703369,144.4058685,22.36577034,54.73799896,111.9637222,97.15737152,180.3999939,27.58207512,68.8572464
3/6/2018,76.88200378,133.7583923,145.2950287,22.0630455,55.04499817,110.609375,97.24180603,179.7799988,27.39880371,68.62567902
3/7/2018,77.25,131.8096161,144.7358856,21.85529518,55.7519989,111.3167572,96.87872314,183.7100067,27.43698502,67.88814545
3/8/2018,77.59300232,133.6192017,147.632431,22.22924042,56.46900177,113.9219513,96.88715363,182.3399963,27.8722496,68.58282471
3/9/2018,78.94450378,137.6732788,153.9297028,22.25892448,58.04199982,115.422966,99.67369843,185.2299957,28.07842636,68.8572464
3/12/2018,79.91950226,134.4108582,150.3548737,22.27673531,58.29650116,114.4136581,99.35282898,184.7599945,27.95625305,68.48847961
3/13/2018,79.40899658,133.706192,147.8707733,22.22330856,56.99549866,115.8974152,98.16221619,181.8800049,28.06315422,68.36840057
3/14/2018,79.55000305,132.7057343,146.8533325,22.45479965,57.44449997,114.1462555,97.06448364,184.1900024,27.7577076,67.75093079
3/15/2018,79.11599731,134.4717712,146.2942047,22.47854805,57.5304985,114.7845688,97.30934143,183.8600006,27.93334007,67.46791077
3/16/2018,78.58399963,136.1159973,150.2173615,22.78126335,56.72100067,115.3194351,97.4782486,185.0899963,28.08606339,67.7252121
3/19/2018,77.24649811,132.3664398,146.230011,22.68629646,55.00350189,112.3519363,96.70983124,172.5599976,27.74243736,67.45935822
3/20/2018,79.32550049,134.0281067,146.6516571,22.73971939,54.79000092,113.1887054,96.80271149,168.1499939,27.74243736,67.15917969
3/21/2018,79.09300232,135.5418396,144.8734131,22.59726334,54.70000076,113.1714401,96.88715363,169.3899994,27.69662094,66.07000732
3/22/2018,77.2460022,127.7990265,138.9428101,22.77533531,52.65750122,109.8847275,92.842453,164.8899994,27.18498802,65.52973938
3/23/2018,74.77799988,125.5284271,135.6612701,22.38357544,51.32749939,107.9179001,90.35991669,159.3899994,26.33736992,65.100914
3/26/2018,77.79299927,129.7913208,140.5560455,22.61506844,52.70449829,109.8933792,93.14644623,160.0599976,26.75736427,65.52973938
3/27/2018,74.85250092,127.8773727,139.4744415,22.83469009,50.34700012,109.7380829,91.3394165,152.2200012,26.73445511,66.71321869
3/28/2018,71.57099915,126.2853394,139.4008484,22.87623978,50.25899887,109.9451218,91.19586182,153.0299988,26.95590973,67.61372375
3/29/2018,72.36699677,128.2166901,142.9346313,23.15521622,51.85699844,110.5489731,92.85934448,159.7899933,27.1009903,67.99104309
4/2/2018,68.59950256,125.1804504,139.7137146,22.71003723,50.63150024,107.4520569,91.06919098,155.3899994,26.76499557,66.37874603
4/3/2018,69.60250092,126.1983566,140.83638,23.00089455,50.93399811,110.7215042,92.31891632,156.1100006,27.24607849,67.28783417
4/4/2018,70.52850342,126.3026733,136.7229004,23.01869202,51.48550034,112.4985733,93.72064209,155.1000061,27.58971024,67.79382324
4/5/2018,72.58750153,128.8691864,139.2720032,23.14928246,51.63199997,112.7573853,94.95122528,159.3399963,27.28426361,67.57941437
4/6/2018,70.2614975,124.3974686,133.7964172,22.92965889,50.49750137,110.5058441,92.58339691,157.1999969,26.85663033,67.26209259
4/9/2018,70.30400085,124.4757996,131.5601959,22.90591621,51.00450134,111.6962891,93.6951828,157.9299927,27.07808304,67.03054047
4/10/2018,71.81099701,128.8343201,136.2075348,22.95340538,51.82500076,112.3605499,95.48591614,165.0399933,27.45226097,67.21063995
4/11/2018,71.35250092,127.7033691,132.8946075,22.84062386,51.25299835,111.8257141,93.88188171,166.3200073,27.33008003,67.12487793
4/12/2018,72.42500305,130.6177368,138.2780914,22.41325378,51.86449814,112.5158386,96.21577454,163.8699951,27.73479462,66.71321869
4/13/2018,71.53949738,130.6960602,138.020462,22.75752831,51.80199814,112.679718,93.61030579,164.5200043,27.73479462,67.21063995
4/16/2018,72.07499695,132.3577728,137.1002045,22.90591621,52.30500031,113.6631546,93.53391266,164.8300018,27.8951664,67.41645813
4/17/2018,75.1914978,133.3755951,137.2566223,23.19083405,53.9679985,112.6107025,93.53391266,168.6600037,27.74243736,67.26209259
4/18/2018,76.39199829,135.6723328,137.827179,23.11367035,53.76950073,110.1780396,92.77858734,166.3600006,27.86461258,67.06485748
4/19/2018,77.84549713,135.454834,136.2903748,23.12553978,54.47249985,110.0313797,94.81543732,168.1000061,27.8951664,64.87243652
4/20/2018,76.37449646,133.9946747,135.2412872,22.91185379,53.86600113,109.2636261,94.60327148,166.2799988,27.97152328,63.87705612
4/23/2018,75.89299774,134.6416931,134.3946075,22.9474678,53.69049835,109.4102859,94.14498901,165.8399963,28.10134315,63.18462372
4/24/2018,73.00450134,126.2916336,127.096962,23.25612259,51.13199997,108.8581848,93.70367432,159.6900024,28.29988289,62.75185013
4/25/2018,73.00849915,126.9473953,126.9956894,23.24425507,51.1495018,109.3498993,93.34722137,159.6900024,28.00970268,62.5787468
4/26/2018,75.89800262,127.9266663,125.4589386,23.45200729,52.16550064,110.4281845,93.44055939,174.1600037,28.13951492,62.96823502
4/27/2018,78.6309967,126.5364532,126.5908051,23.65381813,51.57249832,110.6524963,92.84648132,173.5899963,28.25406456,63.02017212
4/30/2018,78.3065033,126.2216568,124.5386581,23.55291367,50.92900085,109.1169586,92.32029724,172,27.95625305,62.61334229
5/1/2018,79.11299896,126.2741165,124.5754395,23.8318882,52.03749847,108.7029037,92.32029724,173.8600006,27.03226662,62.28443909
5/2/2018,78.48400116,125.7844925,124.0048752,23.96840668,51.30250168,106.5376511,91.59043121,176.0700073,26.64281464,61.40159225
5/3/2018,78.60399628,125.7145615,125.9558182,24.24739075,51.31499863,106.1321869,91.01331329,174.0200043,26.54354286,61.76512527
5/4/2018,79.04750061,127.9791107,126.3515472,24.38391304,52.54999924,107.1328812,92.02324677,176.6100006,26.60463333,62.69125366
5/7/2018,80.00700378,130.9956512,129.0387268,24.51449585,52.97299957,106.6152725,92.82103729,177.9700012,26.67335892,62.30178452
